iter	RMSE
584	469.5518821
585	469.3360363
586	469.2372688
587	469.0625228
588	468.8691982
589	468.6527055
590	468.4474228
591	468.3328747
592	468.2310316
593	468.0506159
94	467.7201248
595	467.6930781
596	467.5126531
597	467.3035974
598	467.1283608
599	466.9662285
600	466.8883692
601	466.6672209
602	466.4790387
603	466.3813635
604	466.2932734
605	466.2162335
606	466.124377
607	466.0178363
608	465.9266823
609	465.8244398
610	465.6403082
4904158
610	463.4639225
611	463.267107
612	463.1752922
613	463.1540347
614	463.1317532
615	462.9831207
616	462.9135015
617	462.6652248
618	462.5216295
619	462.3816848
620	462.2801116
621	462.1745644
622	462.0158186
623	461.9510858
624	461.8155384
625	461.6927615
626	461.6127631
627	461.5096705
628	461.4580905
629	461.3923123
630	461.2877218
631	461.1429286
632	461.0210835
633	460.8734954
634	460.781938
635	460.7445912
636	460.7129145
637	460.6744242
638	460.4989945
639	460.4413787
640	460.3506696
641	460.105161
